,image_id,question,answer
277990,211040,How many stickers are on the luggage?,4
425279,387635,How many trees are in the picture?,4
206401,320537,How many fingers are visible on the child's right hand?,4
421777,255399,How many people are shown?,4
74268,20971,How many people are in the picture?,4
183793,350889,How many building arches are shown?,4
211540,59868,How many items are on the fridge?,4
345695,100746,How many items are in the photo?,4
160589,45366,How many trains are there?,4
24985,7179,What number of grapes are on the table?,4
68490,150435,How many people are shown?,4
220210,324580,How many signs are on the pole?,4
79055,284469,How many trees can be seen?,4
403731,118724,How many giraffes are there?,4
443473,130981,How many zebra are standing together?,4
199234,56287,How many chairs are there?,4
109924,555365,How many lights are in the picture?,4
22421,399615,How many burners does the stove have?,4
40628,142558,How many pillows are there?,4
309730,89629,How many hands can be seen?,4
186280,141414,How many giraffes are there?,4
287074,232263,How many doors does the car have?,4
342177,230680,How many cows are there?,4
330802,489297,How many engines on the plane?,4
125749,35571,How many donuts are there?,4
404904,381192,How many computer are there?,4
215686,454325,How many objects would require running water?,4
219017,324231,How many feet in the air is this man?,4
133739,431025,How many arches are in the building?,4
137212,432036,How many food objects are on the counter?,4
252042,334216,How many of these elephants have tusks?,4
202761,57250,How many zebras are facing the camera?,4
133813,431044,How many fruit?,4
442400,261720,How many cut up veggies are there?,4
433854,327183,How many slices of pie appear in this scene?,4
137212,432036,How many food objects are on the counter?,4
322363,93487,How many people could each have one of these?,4
216378,468977,How many wheels does this vehicle have?,4
222061,325154,How many zebra are in the field?,4
13569,459401,How many animals?,4
351511,495753,How many people are in this picture?,4
289780,214766,How many knobs are on the oven?,4
363731,387615,How many bears are facing the camera?,4
309281,89520,"How many pillows are on the furniture, excluding the ones that are part of the furniture?",4
423534,387075,How many glasses?,4
263580,362114,How many prongs does the fork have?,4
438084,260430,How many people are surfing?,4
389786,346754,How many chairs at the peninsula?,4
421087,255194,How many fruits are shown?,4
390980,114822,How many lines are in the snow?,4
411952,383438,What number is on the zone?,4
191806,316238,How many women are standing?,4
78208,153142,What number of surfboards are in this image?,4
347285,410096,How many animals are in the street?,4
92421,550354,How many people?,4
301844,87348,How many propellers can you see?,4
175348,442774,How many computers are there?,4
28475,532461,How many engines does the plane have?,4
329873,562100,How many apples are there?,4
190332,511393,How many cows are in the photo?,4
329873,562100,How many apples are there?,4
68421,150435,How many people are smiling?,4
426194,387883,How many stacks can you count?,4
68481,150435,How many people are in the room?,4
197038,55642,How many light rimmed wheels are shown?,4
422364,255604,How many vehicles are in the picture?,4
316734,91759,How many photos are grouped in this one?,4
397307,116675,How many tires are visible?,4
54354,461306,How many horses are in the field?,4
243808,331616,How many people are there?,4
315545,484634,How many people are in the scene?,4
263580,362114,How many prongs does the fork have?,4
196998,55629,How many sheep are not in the background?,4
177791,181322,How many boats are in this scene?,4
234815,66767,How many sinks?,4
230975,327768,How many chairs are visible?,4
233830,382453,How many sheep are there?,4
427121,126020,How many wheels do you see?,4
293853,429215,How many types of foods are on the plate?,4
421668,517508,How many animals can you see?,4
370673,239464,How many people are in the scene?,4
207082,451826,How many different colors are on the musical instrument?,4
128845,429591,How many vehicles are parked in the bottom left?,4
282063,81206,How many cars are moving?,4
31154,533158,How many light posts are in the picture?,4
66671,281054,What is the number on the boat?,4
5706,1637,How many people in picture?,4
54479,277503,How many people are in the picture?,4
419627,254786,How many candles are on the nightstand?,4
215928,61196,How many poles can be seen?,4
331882,358576,How many pieces of sliced watermelon do you see?,4
38046,141857,How many wheels does the skateboard have?,4
167166,309364,How many people are on the beach?,4
94089,419767,How many people are wearing a tie?,4
285299,32845,How many little boys are in the picture?,4
156268,116588,How many chairs can you count?,4
338704,98531,How many different sections/portions of food?,4
191806,316238,How many women are standing?,4
313732,353055,How many apples (the entire apple or part of an apple) can be seen in this picture?,4
210125,190537,This pizza serves how many people?,4
73788,414067,How many animals are there?,4
108866,292920,How many trees in the shot?,4
198399,315168,How many umbrellas are there?,4
130545,464902,How many new toothbrushes?,4
11922,265589,How many rings are on the stove?,4
365153,368827,How many donuts are in the box?,4
331587,96339,How many parking meters are there?,4
162158,45828,How many animals are there?,4
6745,109553,Approximately how many ingredients do you see in the pizza?,4
22072,288268,How many objects are on the windowsill?,4
219462,512816,How many people are there?,4
117890,245523,How many people are in the buggy?,4
219598,62279,How many bowls?,4
427543,126120,How many slices of pizza are there?,4
151565,436056,What number of wheels does the man have on his skateboard?,4
408002,119982,How many people are wearing reflector jackets?,4
251259,71880,What is the number on the light post to the right of the train on the platform?,4
270616,208850,How many eyes are showing?,4
279953,342688,How many train tracks is there?,4
178239,443589,What is the license plate number of the motorcycle?,4
356513,497274,How many wheels does the truck have?,4
198317,449197,How many people are in this room?,4
240976,330748,How many monitors are on the desk?,4
90262,26094,What route is this?,4
389451,182937,How many fingers are extended on the man's left hand?,4
347709,563029,How many items are on the shelf above the toilet?,4
132211,37358,How many traffic lights?,4
147940,41840,How many utensils are shown?,4
275935,341503,How many headlights are on the vehicle?,4
236871,329566,How many electronic devices are there?,4
176431,446383,How many zebras?,4
162211,468530,How many seats at the bar?,4
260083,74502,How many strawberries in this picture?,4
345858,231878,How many women are in the picture?,4
356810,104142,How many lamp posts are in the picture?,4
243934,69510,How many horns are visible?,4
380320,242426,How many squares can you see?,4
293240,35972,How many cars are visible?,4
117688,507990,How many benches are present?,4
23559,416181,How many people have boards?,4
263249,337594,How many suitcases do you see?,4
108872,292920,How many trees are there?,4
440427,130024,How many people are posing?,4
263652,206624,How many horses in the picture?,4
94122,550844,How many oranges are there?,4
764,131299,How many skis are on the ground?,4
48470,328318,How many stuffed animals are there?,4
424325,545154,What is the number on the train?,4
403,109,How many light post is there?,4
67248,543350,How many eyes are there?,4
10982,375455,How many engines are on the plane?,4
299697,86686,How many lanes are on this highway?,4
258686,467262,How many shelves are in the fridge?,4
436743,522191,How many vehicles can be seen in photo?,4
87654,462878,How many people are standing?,4
281731,343235,How many cats are there?,4
116195,32906,How many people are wearing long pants?,4
182893,95989,How many sheep are shown?,4
74865,152253,How many giraffes?,4
21353,137150,How many people are visible?,4
428269,126355,How many boxes in the background?,4
